Date,text,Tickers,Sentiment,label,Pct_Change
2010-02-24, European Government Debt Default Risk Rises on Greek Bank Downgrades,"[""['VGK']""]",{'VGK': 1},positive,{'VGK': 0.01050505933361534}
2011-10-24,Europe Makes Progress in Debt-Crisis Talks,"[""['VGK']""]",{'VGK': 1},positive,{'VGK': 0.013889187262707381}
2010-07-23,Euro Strengthens Following European Bank Stress Test Results,"[""['EXSA.DE']""]",{'EXSA.DE': 1},positive,{'EXSA.DE': 0.005820939942414727}
2010-06-04,Ten-Year Treasury Yields Fall to 3.2 Percent,"[""['^TNX']""]",{'^TNX': -1},negative,{'^TNX': -0.05445398581328287}
2010-06-01,JPMorgan Strategist Sees U.S. Stock Market Correction as Temporary,"[""['JPM', '^GSPC']""]","{'JPM': -1, '^GSPC': -1}",negative,"{'JPM': -0.026275868885660247, '^GSPC': -0.01716532127985071}"
2011-03-04, Copper Advances 1.6% to $2.9775 a Pound.,"[""['HG=F']""]",{'HG=F': 0},neutral,{'HG=F': -0.0006703424862982699}
2010-12-14, Italian Bond Yields Increase as Berlusconi Survives No-Confidence Vote,"[""['EWI']""]",{'EWI': 0},neutral,{'EWI': -0.0017941274586360523}
2010-04-29, Crude Oil Prices Reach Two-Week High,"[""['CL=F']""]",{'CL=F': 1},positive,{'CL=F': 0.023431830324908365}
2011-12-23, Gold Falls for Third Straight Day on Stronger Dollar Speculation,"[""['GLD']""]",{'GLD': 0},neutral,{'GLD': 0.0017303530125498678}
2011-08-22,Global Stock Values Lose Over $8 Trillion Amid Equities Rout,"[""['ACWI']""]",{'ACWI': 1},positive,{'ACWI': 0.0054238082744242355}
2011-05-27,Raw-Material and Financial Companies in MSCI World Index Climb,"[""['ACWI']""]",{'ACWI': 1},positive,{'ACWI': 0.005146253790444311}
2011-08-08,Berkshire Hathaway Credit Outlook Reduced to Negative by S&P,"[""['BRK-A']""]",{'BRK-A': -1},negative,{'BRK-A': -0.05871388630009322}
2010-01-04,Natural Gas and Crude Oil Prices Jump Amid U.S. Cold Snap,"[""['NG=F', 'CL=F']""]","{'NG=F': 1, 'CL=F': 1}",positive,"{'NG=F': 0.05599422044613034, 'CL=F': 0.027091752889911946}"
2011-07-07,"U.S. Companies Add 157,000 Workers to Payrolls in June","[""['SPY']""]",{'SPY': 1},positive,{'SPY': 0.010375622913328275}
2010-12-22,VIX Hits Three-Year Low as Market Volatility Decreases,"[""['^VIX']""]",{'^VIX': -1},negative,{'^VIX': -0.0630685249416778}
2010-08-17,U.S. Treasuries and Dollar Weaken Amid Market Movements,"[""['^GSPC', 'DX-Y.NYB']""]","{'^GSPC': 1, 'DX-Y.NYB': -1}",neutral,"{'^GSPC': 0.012192216013040102, 'DX-Y.NYB': -0.0036349863904098223}"
2010-07-28,"S&P 500 Falls 0.7 Percent, Ending Six-Day Rally","[""['^GSPC']""]",{'^GSPC': -1},negative,{'^GSPC': -0.006921964711350426}
2011-11-21,Moody's Cites Rising Financing Costs as Challenge for France,"[""['MCO']""]",{'MCO': 0},neutral,{'MCO': -0.0015241469575473232}
2010-10-15, U.S. Consumer Price Index Rises Less Than Expected,"[""['ACWI']""]",{'ACWI': 0},neutral,{'ACWI': -0.002880477874949161}
2010-06-08, U.K.'s Deficit Challenge Described as 'Formidable' by Fitch Ratings,"[""['EWU']""]",{'EWU': 1},positive,{'EWU': 0.006550163072789106}
2010-02-08,South African Rand Rises Against Major Currencies,"[""['EZA']""]",{'EZA': 0},neutral,{'EZA': -0.005262047469512643}
2011-02-16, Oil Prices Rise Amid Concerns Over Potential Middle Eastern Shipment Disruptions,"[""['CL=F']""]",{'CL=F': 1},positive,{'CL=F': 0.007945898616819269}
2010-09-23, New Zealand Dollar Weakens as GDP Growth Disappoints,"[""['ENZL']""]",{'ENZL': -1},negative,{'ENZL': -0.01678541082238283}
2010-03-26,Record Trading Volume in Put Options for South Korean ETF,"[""['EWY']""]",{'EWY': 0},neutral,{'EWY': -0.0061175996082249995}
2010-07-07, Gold Prices Climb 3% as Investors Flock to Safe Havens,"[""['GLD']""]",{'GLD': 1},positive,{'GLD': 0.01047121447372934}
2010-10-28,Bond Market Rally Indicates Trader Caution Despite Equity Highs,"[""['BND']""]",{'BND': 1},positive,{'BND': 0.0034034073841746615}
2010-05-28,U.S. Stocks Widen Losses Following North Korean War Threats,"[""['^GSPC']""]",{'^GSPC': -1},negative,{'^GSPC': -0.01237468831159061}
2010-01-27,S&P 500 Ends Earnings Slump with 73% Profit Increase,"[""['SPY']""]",{'SPY': 1},positive,{'SPY': 0.004757225475967353}
2011-11-04, Berkshire Hathaway Inc. Expected to Report Earnings After Market Close.,"[""['BRK-A']""]",{'BRK-A': -1},negative,{'BRK-A': -0.021081994928148773}
2010-01-22, U.S. Dollar Weakens Against Euro and Yen After Recent Gains,"[""['^DJI', 'EURUSD=X', 'JPY=X']""]","{'^DJI': -1, 'EURUSD=X': 1, 'JPY=X': -1}",negative,"{'^DJI': -0.020876027106079165, 'EURUSD=X': 0.003125128430804258, 'JPY=X': -0.006449616648088297}"
2010-06-01," Bank of Canada Raises Interest Rates, First G7 Country Post-Recession","[""['^GSPTSE']""]",{'^GSPTSE': -1},negative,{'^GSPTSE': -0.016237354416390404}
2011-02-22,S&P 500 Index Sinks as Violence in Libya Escalates,"[""['SPY', 'EFA']""]","{'SPY': -1, 'EFA': -1}",negative,"{'SPY': -0.020069524180221787, 'EFA': -0.028585226924056628}"
2011-09-07, Copper Jumps as Threats of Mine Strikes Increase,"[""['HG=F']""]",{'HG=F': 1},positive,{'HG=F': 0.018814143417782425}
2011-06-08, Yields on 10-Year Notes Fall to Lowest Level This Year,"[""['^TNX']""]",{'^TNX': -1},negative,{'^TNX': -0.01627367191306328}
2011-09-02,Financial Shares Lead Losses Amid Concerns Over Greater Liabilities from 2008-2009 Financial Crisis,"[""['XLF']""]",{'XLF': -1},negative,{'XLF': -0.041284552742142044}
2010-08-20,Defensive Assets Bias as Investors Fear Double Dip Recession,"[""['ACWI']""]",{'ACWI': -1},negative,{'ACWI': -0.008176277108128849}
2010-09-08,Stocks Rebound as European Debt Concerns Ease,"[""['VGK']""]",{'VGK': 1},positive,{'VGK': 0.011236095570952065}
2011-09-12, European Sovereign Credit Risk Rises to Record Levels,"[""['VGK']""]",{'VGK': 0},neutral,{'VGK': -0.005093178423236533}
2011-06-08,S&P 500 Experiences Longest Losing Streak Since 2009,"[""['SPY']""]",{'SPY': 0},neutral,{'SPY': -0.004187651286960636}
2010-02-17,Dollar Strength Impacts Commodity Prices and Producers,"[""['UUP', 'DBC']""]","{'UUP': 1, 'DBC': 0}",positive,"{'UUP': 0.009389751819951275, 'DBC': -0.0050589704240413536}"
2011-07-05," Gold Futures Climb 2%, the Most in Five Weeks","[""['GC=F']""]",{'GC=F': 1},positive,{'GC=F': 0.020238817386343255}
2011-12-02,Federal Reserve and Other Central Banks Lower Cost of Dollar Funding,"[""['SPY']""]",{'SPY': 0},neutral,{'SPY': -0.0008803991891931373}
2011-05-10, Gasoline for June Delivery Jumps 3.1 Percent Due to Supply Interruptions,"[""['CL=F']""]",{'CL=F': 1},positive,{'CL=F': 0.012969226348914953}
2011-05-17, Billionaire George Soros Sells Most of His Physical Gold Holdings in Q1.,"[""['SPY']""]",{'SPY': 0},neutral,{'SPY': -0.00015040073705463453}
2011-04-15,"U.S. Economy Continues to Expand, Recovery Sustaining","[""['SPY']""]",{'SPY': 1},positive,{'SPY': 0.003648453993771783}
2010-02-02,Oil Prices Surge 3.8% in Four Months,"[""['CL=F']""]",{'CL=F': 1},positive,{'CL=F': 0.037619280401415045}
2011-10-13,Applications for Unemployment Insurance Payments Decrease,"[""['SPY']""]",{'SPY': 0},neutral,{'SPY': -0.001987557267335127}
2011-02-22,Rising Energy Costs Threaten Corporate Profits,"[""['XLE']""]",{'XLE': -1},negative,{'XLE': -0.00973811244359235}
2010-10-21,"Stocks Rise on Strong Earnings from EBay, Freeport-McMoRan, and McDonald's","[""['EBAY']""]",{'EBAY': 1},positive,{'EBAY': 0.060015515441011136}
2010-04-01,U.S. Jobless Claims Drop to Lowest Level Since 2008,"[""['^GSPC']""]",{'^GSPC': 1},positive,{'^GSPC': 0.0074138011482498545}
2010-02-25,Orders for U.S. Durable Goods Excluding Transportation Fall Unexpectedly,"[""['^GSPC']""]",{'^GSPC': 0},neutral,{'^GSPC': -0.002081040179913507}
2011-07-18, Oil for August Delivery Slips 1.4% to $95.93 a Barrel,"[""['CL=F']""]",{'CL=F': -1},negative,{'CL=F': -0.013471797484292614}
2011-11-22,Financial Firms Lead S&P 500 Decline,"[""['SPY']""]",{'SPY': 0},neutral,{'SPY': -0.00392765258383021}
2011-12-27,Copper and Gold Prices Decline,"[""['HG=F', 'GC=F']""]","{'HG=F': -1, 'GC=F': -1}",negative,"{'HG=F': -0.017179147863711774, 'GC=F': -0.0065432793166922965}"
2010-12-03,Dow Jones and S&P 500 Increase by Over 3.2 Percent in Two Days,"[""['DJI', 'SPY']""]",{'SPY': 0},neutral,{'SPY': 0.002692642743576501}
2011-12-20, U.S. Sells $35 Billion of Five-Year Notes at a Record Low Yield,"[""['^GSPC']""]",{'^GSPC': 1},positive,{'^GSPC': 0.029825423296426123}
2011-11-10, S&P Confirms France's AAA Rating After Technical Error,"[""['EWQ']""]",{'EWQ': 1},positive,{'EWQ': 0.015159013790804865}
2011-04-25, Reliance Industries Posts Net Income Below Analyst Forecasts.,"[""['RELIANCE.NS']""]",{'RELIANCE.NS': -1},negative,{'RELIANCE.NS': -0.03003074919993509}
2011-01-21,Euro Reaches Eight-Week High Against Dollar,"[""['FXE', 'UUP']""]","{'FXE': 1, 'UUP': -1}",neutral,"{'FXE': 0.010580452249019823, 'UUP': -0.008377378742847275}"
2010-12-31, U.K. House Prices Show Unexpected Increase,"[""['EWU']""]",{'EWU': 1},positive,{'EWU': 0.00988382313793057}
2011-02-02, Aflac Inc. Operating Income Falls Short of Expectations,"[""['AFL']""]",{'AFL': -1},negative,{'AFL': -0.024431994604718565}
2011-12-23,Wall Street Strategists Forecast S&P 500 to End Year Higher,"[""['^GSPC']""]",{'^GSPC': 1},positive,{'^GSPC': 0.009035052675189448}
2011-05-24, Euro Strengthens Against Yen as German Business Climate Index Holds Steady,"[""['EWG', 'EWJ']""]","{'EWG': 1, 'EWJ': 1}",positive,"{'EWG': 0.006218502061889897, 'EWJ': 0.012170323792221494}"
2010-05-21," Corporate Bond Default Risk Decreases, Credit Derivatives Index Shows","[""['LQD']""]",{'LQD': 0},neutral,{'LQD': -0.0016899776227966568}
2010-02-19,"U.K. Records Unexpected Budget Deficit, Pound Weakens","[""['EWU']""]",{'EWU': 0},neutral,{'EWU': -0.005121858873681884}
2011-06-24,"Federal Reserve Lowers Economic Growth Forecasts, Plans to Complete Bond Purchases","[""['SPY']""]",{'SPY': -1},negative,{'SPY': -0.011613571577587023}
2011-07-26,Obama Administration Threatens Veto of Boehner's Two-Step Plan,"[""['^GSPC']""]",{'^GSPC': 0},neutral,{'^GSPC': -0.004104971538103408}
2010-02-26," Oil Price Climbs to $78.74, JPMorgan Raises Forecast","[""['OIL', 'JPM']""]",{'JPM': 1},positive,{'JPM': 0.0327262834618236}
2011-01-14,"JPMorgan Cuts Loan-Loss Provisions, Reports $4.83 Billion Profit","[""['JPM']""]",{'JPM': 1},positive,{'JPM': 0.0103485349781276}
2010-12-22, Stoxx Europe 600 Index Reaches Highest Level Since 2008,"[""['^STOXX']""]",{'^STOXX': 0},neutral,{'^STOXX': 0.0012095865433008335}
2011-01-11,U.S. Stocks Hit Record Highs as S&P 500 and Dow Continue Rally,"[""['^GSPC']""]",{'^GSPC': 1},positive,{'^GSPC': 0.0037251273626697223}
2011-06-30, MSCI Emerging Markets Index Pares Second-Quarter Decline,"[""['EEM']""]",{'EEM': 1},positive,{'EEM': 0.010830260334082187}
2010-10-11, Stoxx Europe 600 Index Sees Modest Gain of 0.3%,"[""['^STOXX']""]",{'^STOXX': 1},positive,{'^STOXX': 0.0035460526644963686}
2010-02-08,Commodity Producer Currencies Strengthen,"[""['ACWI']""]",{'ACWI': 0},neutral,{'ACWI': -0.007597315681337813}
2010-02-26, Rio Tinto Leads Mining Company Gains with 2.6 Percent Rally,"[""['RIO']""]",{'RIO': 1},positive,{'RIO': 0.0158886831430467}
2010-03-31," Spain, China, Taiwan, and Hong Kong Lag in Q1 Global Stock Market Performance","[""['EWP', 'MCHI', 'EWT', 'EWH']""]","{'EWP': 0, 'EWT': 0, 'EWH': -1}",neutral,"{'EWP': -0.003303269034345857, 'EWT': -0.0055468577047114165, 'EWH': -0.013325356856711768}"
2011-05-31,Euro Climbs Against Dollar and Yen,"[""['FXE', 'FXY', 'UUP']""]","{'FXE': 1, 'FXY': -1, 'UUP': -1}",negative,"{'FXE': 0.007235851005839011, 'FXY': -0.00827395870201919, 'UUP': -0.004664176963491862}"
2011-03-10,Spain's Credit Rating Cut by Moody's Investors Service,"[""['EWP']""]",{'EWP': -1},negative,{'EWP': -0.02918442437102342}
2010-04-15,Ten-Year Treasury Yields Decrease to 3.84 Percent,"[""['^TNX']""]",{'^TNX': 0},neutral,{'^TNX': -0.0018158156803600445}
2011-08-29, S&P 500 Loses 13 Percent in Past Five Weeks,"[""['SPY']""]",{'SPY': 1},positive,{'SPY': 0.028735824408912203}
2011-01-25,U.S. Treasury Yields Drop Following $35 Billion Note Auction,"[""['^GSPC']""]",{'^GSPC': 0},neutral,{'^GSPC': 0.0002634624737614111}
2010-07-01, Treasury Yield Curve Flattens Amid Deflation Concerns,"[""['^TNX', 'ACWI']""]","{'^TNX': 0, 'ACWI': 1}",positive,"{'^TNX': -0.008132812480433071, 'ACWI': 0.00611689460259357}"
2010-04-23,S&P 500 Recovers from Goldman Sachs Lawsuit Losses,"[""['SPY', 'GS']""]","{'SPY': 1, 'GS': 0}",positive,"{'SPY': 0.006527793601516896, 'GS': -0.01037431828592461}"
2010-01-20, Canadian Dollar Weakens After Consumer Prices Rise,"[""['EWC']""]",{'EWC': -1},negative,{'EWC': -0.022803724235214706}
2011-06-02, Moody's Affirms Curium's B3 Ratings; Outlook Changed to Positive.,"[""['MCO']""]",{'MCO': 1},positive,{'MCO': 0.007104234029961409}
2011-08-10, S&P 500 Slumps 18 Percent from Three-Year High at End of April,"[""['^GSPC']""]",{'^GSPC': -1},negative,{'^GSPC': -0.04415240397919251}
2010-06-07, Steve Jobs' New iPhone Introduction Fails to Excite Investors,"[""['AAPL']""]",{'AAPL': -1},negative,{'AAPL': -0.019611989466169377}
2010-10-12,U.K. Inflation Exceeds Government Limit for Seventh Consecutive Month,"[""['ACWI', 'EWU']""]","{'ACWI': 0, 'EWU': 0}",neutral,"{'ACWI': -0.001122047811481286, 'EWU': -0.0035441210251698774}"
2010-02-17,MSCI World Index and S&P 500 Show Gains,"[""['URTH', 'SPY']""]",{'SPY': 1},positive,{'SPY': 0.004738323470024897}
2010-03-05,European Stocks Post Biggest Weekly Gain Since July Amid Greece Aid Speculation,"[""['^STOXX50E']""]",{'^STOXX50E': 1},positive,{'^STOXX50E': 0.021781840709799827}
2010-05-27, China Maintains European Investments Despite Crisis Rumors,"[""['MCHI', 'VGK']""]",{'VGK': 1},positive,{'VGK': 0.06557779030480915}
2010-01-05,U.S. Home Resale Contracts Fall 16% in November,"[""['^GSPC']""]",{'^GSPC': 1},positive,{'^GSPC': 0.0031156756258232665}
2010-12-23,U.S. Dollar Weakens Against Australian and New Zealand Currencies,"[""['DXY', 'FXA', 'FXNZD']""]",{'FXA': 1},positive,{'FXA': 0.004384668086868659}
2010-10-15,S&P 500 Up 12% Since August on Fed Stimulus Hopes,"[""['^GSPC', '^IRX']""]","{'^GSPC': 0, '^IRX': 0}",neutral,"{'^GSPC': 0.002027485447987365, '^IRX': 0.0}"
2010-09-16,"FedEx Plans to Eliminate 1,700 Jobs Amid Cost-Cutting Measures","[""['FDX']""]",{'FDX': -1},negative,{'FDX': -0.03746787285438136}
2011-10-07, Zinc and Sugar Lead Gains Among Commodities Tracked by S&P GSCI Index.,"[""['JJN', 'CANE']""]",{'CANE': 1},positive,{'CANE': 0.028973171072436354}
2011-08-15, Japanese Finance Minister Indicates Potential Market Intervention,"[""['EWJ']""]",{'EWJ': 1},positive,{'EWJ': 0.012232300746022107}
2011-09-13," Silver, Natural Gas, and Gold Futures Increase.","[""['SLV', 'UNG', 'GLD']""]","{'SLV': 1, 'UNG': 1, 'GLD': 1}",positive,"{'SLV': 0.018650985018395128, 'UNG': 0.019308900146036256, 'GLD': 0.010584678420606952}"
2011-06-01,U.S. Manufacturing Expansion Slows to Lowest Pace Since September 2009,"[""['SPY']""]",{'SPY': -1},negative,{'SPY': -0.022461022671210862}
2010-05-05,MSCI World Index Erases 2010 Gains Amid European Debt Fears,"[""['ACWI']""]",{'ACWI': -1},negative,{'ACWI': -0.01930326128258164}
2010-06-10,Dow Jones Industrial Average Rises Over 270 Points,"[""['^DJI']""]",{'^DJI': 1},positive,{'^DJI': 0.0276061593997019}
2010-12-09,Pimco Raises U.S. Economic Growth Forecast for Q4 Next Year,"[""['SPY']""]",{'SPY': 1},positive,{'SPY': 0.0038938433125215166}
2010-12-21, U.S. Treasury Yields Rise as Federal Reserve Concludes Note Purchases,"[""['^GSPC', '^IRX']""]","{'^GSPC': 1, '^IRX': 1}",positive,"{'^GSPC': 0.006030102155631267, '^IRX': 0.29999993294477556}"
2010-07-20, Spanish Finance Minister's Comments on Bank Stress Tests Clarified,"[""['EWP']""]",{'EWP': 1},positive,{'EWP': 0.015487021413396418}
2011-05-25,Strongest Demand for Five-year Treasuries Since 1994,"[""['^TNX']""]",{'^TNX': 0},neutral,{'^TNX': 0.0019212430807651337}
2011-03-14, S&P 500 Financial Shares Tumble Amid Japan Crisis,"[""['^GSPC', '^N225']""]","{'^GSPC': -1, '^N225': -1}",negative,"{'^GSPC': -0.006049325659529536, '^N225': -0.06182103465956401}"
2011-10-26, Shanghai Composite Index and Russia's Micex Index Increase,"[""['000001.SS', 'MICEXINDEXCF.ME']""]",{'000001.SS': 1},positive,{'000001.SS': 0.007390159510363592}
2011-07-27,S&P 500 Suffers Biggest Slide Since June 1 Amid Debt Ceiling Stalemate,"[""['SPY']""]",{'SPY': -1},negative,{'SPY': -0.020475458403238833}
2010-11-24, Irish Government Plans Spending Cuts and Tax Increases,"[""['EIRL']""]",{'EIRL': -1},negative,{'EIRL': -0.00811730176468417}
2010-05-31,organ Strategist Predicts Resilient Economic Outlook to Boost Riskier Assets,"[""['JPM']""]",{'JPM': -1},negative,{'JPM': -0.020781451554388042}
2010-02-04," Crude Oil Prices Fall 5%, Largest Drop Since July","[""['CL=F']""]",{'CL=F': -1},negative,{'CL=F': -0.04988313587725102}
2011-08-19,S&P 500 Closes Fourth Straight Weekly Slump,"[""['SPY']""]",{'SPY': -1},negative,{'SPY': -0.016330638410310794}
2011-09-05,German Bund Yield Hits Record Low,"[""['EWG']""]",{'EWG': -1},negative,{'EWG': -0.031863028152149364}
2010-07-05, Copper Prices Increase; LME Inventory Drops to Lowest Since May,"[""['HG=F']""]",{'HG=F': 1},positive,{'HG=F': 0.013612577383056212}
2011-08-19," Gold Jumps to Record High, Rallies for Seventh Weekly Advance","[""['GLD']""]",{'GLD': 1},positive,{'GLD': 0.012547803917521527}
2011-06-22,S&P 500 Halts Longest Streak of Gains of the Month,"[""['SPY']""]",{'SPY': -1},negative,{'SPY': -0.006025477642138677}
2010-04-26, U.K. House Prices Rise for Ninth Consecutive Month,"[""['EWU']""]",{'EWU': 0},neutral,{'EWU': 0.0005981930213176945}
2010-03-23, Fed's Charles Evans Suggests U.S. Interest Rates to Remain Low for Six Months,"[""['SPY']""]",{'SPY': 1},positive,{'SPY': 0.007033403484006939}
2010-08-17, German Investor Confidence Falls to 16-Month Low,"[""['EWG']""]",{'EWG': 1},positive,{'EWG': 0.016815069682377892}
2010-07-12, MSCI Emerging Markets Index Edges Up on China Property Market Speculation,"[""['EEM']""]",{'EEM': 0},neutral,{'EEM': -0.008006051563128724}
2011-04-15," S&P GSCI Index of 24 Commodities Rises, Trimming Weekly Drop","[""['SPGI']""]",{'SPGI': 1},positive,{'SPGI': 0.01760251516188327}
2010-03-12," Greek Bond Yields Decrease, Spread Over German Bunds Narrows","[""['GREK', 'EWG']""]",{'EWG': 1},positive,{'EWG': 0.006069107348786629}
2011-03-24,Technology Shares Lead Gains in U.S. Equities,"[""['SPY']""]",{'SPY': 1},positive,{'SPY': 0.00956331761778273}
2010-07-13,Oil and Commodities Rally; Treasuries Fall,"[""['CL=F', 'GC=F', '^TNX']""]","{'CL=F': 1, 'GC=F': 1, '^TNX': 1}",positive,"{'CL=F': 0.029352964205668464, 'GC=F': 0.012348810035982538, '^TNX': 0.022324385461632623}"
2010-04-13," Fannie Mae Mortgage Bond Yields Decline, Lowering Home-Loan Rates","[""['FNMA', 'LOW']""]","{'FNMA': -1, 'LOW': 1}",neutral,"{'FNMA': -0.0483871463930442, 'LOW': 0.02421877645596804}"
2010-11-30,Google Inc. Shares Fall Amid EU Antitrust Probe and Groupon Acquisition Talks,"[""['GOOGL']""]",{'GOOGL': -1},negative,{'GOOGL': -0.04535219420516179}
2011-09-05, Brazil's Bovespa Retreats 2.7 Percent,"[""['^BVSP']""]",{'^BVSP': -1},negative,{'^BVSP': -0.027135073940423138}
2011-09-26, ECB Executive Board Member Reassures Markets of Sufficient Funds Supply,"[""['^GDAXI']""]",{'^GDAXI': 1},positive,{'^GDAXI': 0.02867281400002164}
2010-11-08, Copper and Zinc Prices Fall on London Metal Exchange,"[""['^FTSE']""]",{'^FTSE': 0},neutral,{'^FTSE': -0.004323093366566888}
2010-09-03,Stocks Rally as S&P 500 Records Biggest Weekly Gain Since July,"[""['SPY']""]",{'SPY': 1},positive,{'SPY': 0.012971536414210227}
2010-09-27,Trump's Legislative Challenges and North Korea Tensions Affect Markets,"[""['^DJI', '^KS11']""]","{'^DJI': 0, '^KS11': 1}",positive,"{'^DJI': -0.00444001594834087, '^KS11': 0.007706043895205239}"
2011-04-22, Vivendi Outlook to Stable by Moody's; Issuer Rating Affirmed,"[""['VIV.PA', 'MCO']""]","{'VIV.PA': -1, 'MCO': 1}",neutral,"{'VIV.PA': -0.011424340375610353, 'MCO': 0.012432665425877065}"
2010-07-06, Credit-Default Swaps on Spain's Debt Decrease,"[""['EWP']""]",{'EWP': 1},positive,{'EWP': 0.041679374416252024}
2011-01-19,Bearish Options Trading on U.S. Financial Shares Hits Highest Level Since June,"[""['XLF']""]",{'XLF': -1},negative,{'XLF': -0.022262149869585524}
2011-12-30, Chinese Trade Data Expected to Show Slower Export Growth,"[""['MCHI']""]",{'MCHI': 1},positive,{'MCHI': 0.00776576817049679}
2011-02-17, Islamic State Militants Plan Attacks on Subways in Paris and U.S.,"[""['ACWI']""]",{'ACWI': 0},neutral,{'ACWI': 0.003070077228541468}
2011-08-04,"Brazil's Stocks Slump to Two-Year Low, Switzerland Enters Bear Market","[""['EWZ', 'EWL']""]","{'EWZ': -1, 'EWL': -1}",negative,"{'EWZ': -0.06705499208888499, 'EWL': -0.0561142697968775}"
2011-06-20,Goldman Sachs Reduces Second-Quarter Growth Forecast for U.S. Economy,"[""['GS']""]",{'GS': -1},negative,{'GS': -0.015229913394933625}
2010-11-19, China's Shanghai Composite Index Falls Amid Tightening Monetary Policy,"[""['000001.SS']""]",{'000001.SS': 1},positive,{'000001.SS': 0.008066446216463907}
2010-02-01, Euro Recovers from Seven-Month Low; Zloty and Rand Strengthen,"[""['FXE', 'PLN']""]",{'FXE': 1},positive,{'FXE': 0.0047690416069541275}
2011-01-14, Barton Biggs and David Winters Forecast Further Gains for U.S. Stocks,"[""['ACWI']""]",{'ACWI': 1},positive,{'ACWI': 0.007593435556808803}
2010-05-11,Oil and Copper Prices Decline on Growth Concerns in Europe and China,"[""['CL=F', 'HG=F']""]","{'CL=F': 0, 'HG=F': 0}",neutral,"{'CL=F': -0.005598962084493508, 'HG=F': -0.006531853501679397}"
2010-11-03,U.S. Service Industries and Private Job Growth Exceed Expectations,"[""['SPY']""]",{'SPY': 1},positive,{'SPY': 0.0040175487551497024}
2010-01-27,Global Equities Fall for Sixth Consecutive Day,"[""['ACWI']""]",{'ACWI': 0},neutral,{'ACWI': 0.0}
2011-11-23," MSCI Emerging Markets Index Loses 2.8 Percent, Longest Slump Since 2009","[""['EEM']""]",{'EEM': -1},negative,{'EEM': -0.03232659250050263}
2010-09-20,"Lennar Corp. Exceeds Profit Expectations, Shares Jump","[""['LEN']""]",{'LEN': 1},positive,{'LEN': 0.0822015526431541}
2011-08-31,"Stocks Advance, Dow Erases 2011 Loss; Treasuries, AT&T Retreat","[""['^DJI', '^TNX']""]","{'^DJI': 1, '^TNX': 1}",positive,"{'^DJI': 0.00463497482426245, '^TNX': 0.01930138539155979}"
2011-08-25,"S&P 500 Snaps Three-Day Rally, Falls 1.6 Percent","[""['^GSPC']""]",{'^GSPC': -1},negative,{'^GSPC': -0.01556552007023193}
2010-12-02, Irish and Portuguese Bond Yields Drop as ECB Initiates Debt Purchases,"[""['IE00B3VVMM84', 'PT20', 'EZU']""]",{'EZU': 1},positive,{'EZU': 0.02625361663458703}
2011-12-30," Gold Remains Steady at $1,255.58 an Ounce.","[""['GLD']""]",{'GLD': 1},positive,{'GLD': 0.010975184218875667}
2011-07-27,U.S. Default Insurance Cost Climbs to Highest Level Since February 2010,"[""['^GSPC']""]",{'^GSPC': -1},negative,{'^GSPC': -0.020308668519432915}
2010-11-11, Copper Prices Retreat After Reaching All-Time High,"[""['HG=F']""]",{'HG=F': 1},positive,{'HG=F': 0.013111458579431634}
2010-10-11, S&P 500 Advances 1.3% in New York Trading Session,"[""['SPY']""]",{'SPY': 0},neutral,{'SPY': 0.000944019154883291}
2011-09-22," Dollar Index Advances to 78.39, Highest Level Since February","[""['UUP']""]",{'UUP': 1},positive,{'UUP': 0.010440349145746541}
2011-06-09, European Governments and IMF to Lend Extra 45 Billion Euros to Greece,"[""['EFA', 'IEUR', 'ACWI']""]","{'EFA': 1, 'ACWI': 1}",positive,"{'EFA': 0.010349119327869749, 'ACWI': 0.01071211736967781}"
2011-06-29,Treasury 10-Year Notes Fall Following Poor Demand and Greek Austerity Bill Passage,"[""['^TNX']""]",{'^TNX': 1},positive,{'^TNX': 0.02068964275267038}
2011-11-17,Euro Erases Gain as Treasuries Advance,"[""['FXE', 'BND']""]","{'FXE': 0, 'BND': 0}",neutral,"{'FXE': -0.0005960634799079267, 'BND': -0.00047752783767551765}"
2010-06-16,Dollar Strengthens Against Euro Following Housing Report,"[""['UUP', 'FXE']""]","{'UUP': 1, 'FXE': -1}",neutral,"{'UUP': 0.0031975194580997623, 'FXE': -0.0035751973441213725}"
2010-09-30,U.S. Stocks Dip on Last Day of September Despite Monthly Rally,"[""['^GSPC']""]",{'^GSPC': 0},neutral,{'^GSPC': -0.003083722237648967}
2011-03-10,"U.S. Jobless Claims Rise, China's Export Growth Slows","[""['SPY', 'MCHI']""]",{'SPY': -1},negative,{'SPY': -0.01850591949051228}
2011-03-18, Pound Declines 0.5% Against Euro as UK Consumer Confidence Hits Record Low,"[""['EWU']""]",{'EWU': 1},positive,{'EWU': 0.012768318665197453}
2011-07-01, MSCI All-Country World Index Gains 1.1 Percent,"[""['ACWI']""]",{'ACWI': 1},positive,{'ACWI': 0.013471665176714165}
2010-10-21," U.K. Retail Sales Unexpectedly Drop, Pound Depreciates","[""['EWU']""]",{'EWU': 0},neutral,{'EWU': -0.005889474705280007}
2011-11-25,European Officials Oppose Forcing Private Investors to Share Bailout Costs,"[""['EFA']""]",{'EFA': 0},neutral,{'EFA': -0.0051400893615722865}
